DriverNumber,LapNumber,Stint,TyreLife,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,LapTimeSeconds,Driver_ALO,Driver_BEA,Driver_BOT,Driver_COL,Driver_DEV,Driver_GAS,Driver_GIO,Driver_GRO,Driver_HAM,Driver_HUL,Driver_KUB,Driver_KVY,Driver_LAT,Driver_LEC,Driver_MAG,Driver_MAZ,Driver_MSC,Driver_NOR,Driver_OCO,Driver_PER,Driver_PIA,Driver_RAI,Driver_RIC,Driver_RUS,Driver_SAI,Driver_SAR,Driver_STR,Driver_TSU,Driver_VER,Driver_VET,Driver_ZHO,Compound_MEDIUM,Compound_SOFT,Team_Alfa Romeo Racing,Team_AlphaTauri,Team_Alpine,Team_Aston Martin,Team_Ferrari,Team_Haas F1 Team,Team_Kick Sauber,Team_McLaren,Team_Mercedes,Team_RB,Team_Racing Point,Team_Red Bull Racing,Team_Renault,Team_Toro Rosso,Team_Williams,TyreDegradation,Rain_TrackTemp,Rain_Humidity,WindImpact
10,32.0,1.0,32.0,19.7,52.7,1013.7,False,37.7,212,1.8,106.039,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,25.6,0.0,0.0,2.8600000000000003
10,33.0,1.0,33.0,19.5,52.9,1013.7,False,37.5,0,1.5,105.932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,26.400000000000002,0.0,0.0,1.5
10,34.0,1.0,34.0,19.7,52.2,1013.6,False,37.6,179,1.2,105.712,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,27.200000000000003,0.0,0.0,1.7966666666666666
10,35.0,1.0,35.0,19.6,52.5,1013.6,False,37.4,171,1.4,107.474,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,28.0,0.0,0.0,2.065
10,36.0,1.0,36.0,19.5,52.6,1013.7,False,37.5,207,1.5,107.991,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,28.8,0.0,0.0,2.3625
10,37.0,1.0,37.0,19.4,52.6,1013.7,False,37.4,236,1.1,106.204,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,29.6,0.0,0.0,1.8211111111111111
10,38.0,1.0,38.0,19.6,52.9,1013.6,False,37.3,255,1.7,106.383,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,30.400000000000002,0.0,0.0,2.904166666666667
11,2.0,1.0,5.0,20.3,48.1,1013.9,False,42.4,221,0.6,110.157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5.0,0.0,0.0,0.9683333333333333
11,3.0,1.0,6.0,20.3,49.5,1013.8,False,41.8,208,1.1,109.689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.0,0.0,0.0,1.7355555555555557
11,4.0,1.0,7.0,20.0,49.6,1013.9,False,41.8,218,1.7,109.423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.0,0.0,0.0,2.7294444444444443
11,5.0,1.0,8.0,20.1,50.4,1013.8,False,41.7,260,0.8,109.778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.0,0.0,0.0,1.377777777777778
11,6.0,1.0,9.0,20.1,51.1,1013.9,False,41.3,104,1.4,112.568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.0,0.0,0.0,1.804444444444444
11,7.0,1.0,10.0,20.1,51.3,1014.0,False,41.5,244,0.8,111.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.0,0.0,0.0,1.3422222222222224
11,8.0,1.0,11.0,20.2,51.7,1014.0,False,41.3,219,0.9,111.836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.0,0.0,0.0,1.4475
11,9.0,1.0,12.0,20.0,53.3,1013.9,False,41.3,231,1.4,111.017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.0,0.0,0.0,2.298333333333333
11,12.0,2.0,2.0,19.6,53.8,1013.9,False,41.0,0,0.8,111.667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.6,0.0,0.0,0.8
11,13.0,2.0,3.0,19.5,55.0,1013.9,False,40.3,199,1.1,107.726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.4000000000000004,0.0,0.0,1.7080555555555557
11,14.0,2.0,4.0,19.4,53.7,1013.8,False,40.2,1,0.8,107.849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.2,0.0,0.0,0.8022222222222223
11,15.0,2.0,5.0,19.2,53.9,1013.8,False,40.1,14,1.2,108.072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4.0,0.0,0.0,1.2466666666666668
11,16.0,2.0,6.0,18.9,54.4,1013.7,False,39.8,226,1.0,108.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4.800000000000001,0.0,0.0,1.6277777777777778
11,17.0,2.0,7.0,18.9,55.2,1013.8,False,39.6,270,1.5,107.841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5.6000000000000005,0.0,0.0,2.625
11,18.0,2.0,8.0,18.8,55.7,1013.8,False,39.5,2,1.4,107.571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.4,0.0,0.0,1.4077777777777776
11,19.0,2.0,9.0,18.8,56.3,1013.8,False,39.1,186,1.2,107.484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.2,0.0,0.0,1.8199999999999998
11,20.0,2.0,10.0,18.6,57.4,1013.7,False,38.9,132,1.2,107.455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.0,0.0,0.0,1.64
11,21.0,2.0,11.0,18.8,57.5,1013.8,False,39.0,237,1.5,107.356,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.8,0.0,0.0,2.4875
11,22.0,2.0,12.0,18.9,57.4,1013.8,False,39.1,238,1.8,107.704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.600000000000001,0.0,0.0,2.9899999999999998
11,23.0,2.0,13.0,18.7,56.9,1013.8,False,38.6,199,1.6,107.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.4,0.0,0.0,2.4844444444444447
11,24.0,2.0,14.0,19.0,56.2,1013.7,False,38.7,173,1.5,107.795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.200000000000001,0.0,0.0,2.220833333333333
11,25.0,2.0,15.0,18.9,53.3,1013.8,False,38.6,210,1.7,107.498,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.0,0.0,0.0,2.691666666666667
11,26.0,2.0,16.0,19.4,52.4,1013.8,False,38.5,207,1.9,108.516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.8,0.0,0.0,2.9924999999999997
11,27.0,2.0,17.0,19.8,52.0,1013.7,False,38.5,241,1.7,107.421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.600000000000001,0.0,0.0,2.838055555555555
11,28.0,2.0,18.0,19.7,51.6,1013.7,False,38.4,256,1.7,107.798,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14.4,0.0,0.0,2.908888888888889
11,29.0,2.0,19.0,19.7,52.3,1013.7,False,38.1,222,1.5,107.703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.200000000000001,0.0,0.0,2.425
11,30.0,2.0,20.0,19.3,53.3,1013.7,False,37.9,202,1.7,107.504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.0,0.0,0.0,2.653888888888889
11,31.0,2.0,21.0,19.5,52.9,1013.6,False,37.7,168,1.6,107.722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.8,0.0,0.0,2.346666666666667
11,32.0,2.0,22.0,19.7,52.9,1013.7,False,37.6,225,1.6,107.684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17.6,0.0,0.0,2.6
11,33.0,2.0,23.0,19.5,52.9,1013.7,False,37.5,0,1.5,107.289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.400000000000002,0.0,0.0,1.5
11,34.0,2.0,24.0,19.7,52.2,1013.6,False,37.6,179,1.2,107.649,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,19.200000000000003,0.0,0.0,1.7966666666666666
11,35.0,2.0,25.0,19.7,52.6,1013.6,False,37.5,212,2.0,106.927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20.0,0.0,0.0,3.177777777777778
11,36.0,2.0,26.0,19.6,52.6,1013.7,False,37.5,217,1.7,107.086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20.8,0.0,0.0,2.7247222222222223
11,37.0,2.0,27.0,19.4,52.6,1013.6,False,37.3,202,1.6,106.851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,21.6,0.0,0.0,2.497777777777778
11,38.0,2.0,28.0,19.6,52.9,1013.6,False,37.3,255,1.7,106.489,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,22.400000000000002,0.0,0.0,2.904166666666667
11,41.0,2.0,31.0,19.5,52.2,1013.6,False,36.3,167,1.0,106.847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24.8,0.0,0.0,1.463888888888889
11,42.0,2.0,32.0,19.5,52.1,1013.6,False,36.3,207,0.9,106.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25.6,0.0,0.0,1.4175
11,43.0,2.0,33.0,19.5,52.3,1013.5,False,36.2,20,1.7,105.755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26.400000000000002,0.0,0.0,1.7944444444444445
11,44.0,2.0,34.0,19.3,52.7,1013.5,False,35.4,204,1.4,105.731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,27.200000000000003,0.0,0.0,2.1933333333333334
11,45.0,2.0,35.0,19.6,52.2,1013.7,False,35.8,208,1.6,106.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,28.0,0.0,0.0,2.5244444444444447
11,46.0,2.0,36.0,19.3,52.5,1013.6,False,35.6,246,2.2,105.661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,28.8,0.0,0.0,3.7033333333333336
11,47.0,2.0,37.0,19.4,52.4,1013.7,False,35.4,243,2.0,105.578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,29.6,0.0,0.0,3.35
11,48.0,2.0,38.0,19.3,52.6,1013.6,False,35.3,161,1.3,105.679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30.400000000000002,0.0,0.0,1.881388888888889
11,49.0,2.0,39.0,19.3,52.7,1013.6,False,34.7,290,1.5,105.524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,31.200000000000003,0.0,0.0,2.7083333333333335
